name,manufacturer,serving_size,energy_kcal,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,Lemak jenuh,Natrium,Protein,Karbohidrat total,Energi,Lemak total,Serat pangan,is_toddler_safe
Mie pangsit basah,Tidak Diketahui,0.70 g,105.0,5.9,9.4,4.9,0.0,530.0,0.0,4.88,9.83,2.89,7.31,35.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Frisian flag california strawberry low fat,PT. Frisian Flag Indonesia,7 g,150.0,7.0,24.0,2.5,22.0,125.0,0.0,6.98,11.67,7.38,3.73,8.33,0.0,9.0,12.0,8.0,0.0,0.0,0.0,False
HILO PLATINUM Swiss Chocolate Flavour,PT. Nutrifood Indonesia,8 g,130.0,8.0,21.0,2.0,0.0,150.0,0.0,6.05,13.33,6.46,2.99,10.0,0.0,10.0,14.0,7.0,0.0,0.0,0.0,True
Ikan Hiu kering,Tidak Diketahui,6.80 g,298.0,46.3,20.2,3.6,0.0,957.0,0.0,13.86,77.17,6.22,5.37,63.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Frisian flag gold (kental manis),PT. Frisian Flag Indonesia,3 g,130.0,3.0,22.0,3.5,21.0,0.0,0.0,6.05,5.0,6.77,5.22,0.0,0.0,0.0,0.0,7.0,7.0,6.0,0.0,False
"Gandaria masak, segar",Tidak Diketahui,0.40 g,68.0,0.7,18.0,0.1,0.0,3.0,2.2,3.16,1.17,5.54,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Teh Kotak Rasa Blackcurrant,"PT. Ultrajaya Milk Industry & Trading CO.,Tbk",0 g,100.0,0.0,24.0,0.0,21.0,50.0,0.0,4.65,0.0,7.38,0.0,3.33,0.0,4.0,0.0,8.0,5.0,0.0,0.0,False
Oishi Snack Sponge Crunch Chocolate,PT. Liwayway,0 g,45.0,1.0,11.0,5.0,5.0,20.0,0.0,4.19,1.67,3.38,7.46,1.33,0.0,0.0,0.0,4.0,5.0,8.0,0.0,False
KFC extra crispy paha atas,PT. Fast food indonesia,22 g,330.0,22.0,9.0,23.0,0.0,0.0,0.0,15.35,36.67,2.77,34.33,0.0,0.0,0.0,37.0,0.0,16.0,35.0,0.0,True
Saladstop Sea Breeze,Tidak Diketahui,6.20 g,379.3,29.5,17.4,23.0,7.9,2032.3,6.2,17.64,49.17,5.35,34.33,135.49,0.0,136.0,50.0,0.0,0.0,35.0,0.0,False
Butter cookies Monde,PT. nissin biscuit indonesia,2 g,70.0,2.0,20.0,8.0,7.0,0.0,0.0,7.44,3.33,6.15,11.94,0.0,0.0,0.0,0.0,7.0,8.0,12.0,0.0,True
Es krim Wall's oreo cookies cream,PT. Andrawina Darma Manunggal Mulya,1 g,140.0,2.0,17.0,7.0,11.0,0.0,1.0,6.51,3.33,5.23,10.45,0.0,0.0,0.0,0.0,6.0,7.0,11.0,0.0,True
"Naan maran sapi, masakan",Tidak Diketahui,7.90 g,478.0,38.3,5.1,33.9,0.0,220.0,0.0,22.23,63.83,1.57,50.6,14.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Nissin Walens Chocosoes,PT.Nissin Foods Indonesia,2 g,80.0,2.0,14.0,8.0,8.0,65.0,0.0,6.51,3.33,4.31,11.94,4.33,0.0,5.0,0.0,0.0,7.0,12.0,0.0,True
East Bali Cashews Granola With Rosella Cinnamon,CV. Mente Bali Sejahtera,2.50 g,126.0,2.5,18.5,4.0,5.0,118.5,2.5,5.86,4.17,5.69,5.97,7.9,10.0,8.0,0.0,0.0,0.0,0.0,9.0,True
Jasjus Rasa Anggur,PT.Alam Karunia Segar,0 g,25.0,0.0,6.0,0.0,5.0,15.0,0.0,1.16,0.0,1.85,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,True
"Beras jagung kuning kering, mentah",Tidak Diketahui,0.90 g,358.0,5.5,82.7,0.1,0.0,1.0,10.0,16.65,9.17,25.45,0.15,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Indomie kari ayam,PT. Indofood CBP Sukses Makmur Tbk.,2 g,320.0,7.0,46.0,12.0,4.0,0.0,2.0,14.88,11.67,14.15,17.91,0.0,0.0,0.0,0.0,15.0,15.0,18.0,0.0,True
"Ikan Hiu, segar",Tidak Diketahui,1.10 g,57.0,10.7,2.2,0.3,0.0,0.0,0.0,2.65,17.83,0.68,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Bebek albino, daging, segar",Tidak Diketahui,1 g,303.0,11.3,3.7,27.0,0.0,50.0,0.0,14.09,18.83,1.14,40.3,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Jagung pipil var, harapan, mentah",Tidak Diketahui,1.20 g,367.0,6.2,76.2,5.1,0.0,1.0,2.6,17.07,10.33,23.45,7.61,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Starbucks Iced caffe mocha (notfat milk),Tidak Diketahui,9 g,200.0,9.0,36.0,2.5,0.0,0.0,0.0,9.3,15.0,11.08,3.73,0.0,0.0,0.0,15.0,12.0,10.0,0.0,0.0,True
Gadeng / Gadung kering,Tidak Diketahui,0.20 g,322.0,2.4,76.6,0.6,0.0,5.0,0.0,14.98,4.0,23.57,0.9,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Sirup pirous,Tidak Diketahui,0.20 g,228.0,0.2,55.9,0.4,0.0,3.0,0.0,10.6,0.33,17.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
You C1000 vitamin apple,PT. Djojonegoro,0 g,60.0,0.0,14.0,0.0,14.0,0.0,0.0,2.79,0.0,4.31,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,False
"Susu sapi, segar",Tidak Diketahui,0.70 g,61.0,3.2,4.3,3.5,0.0,36.0,0.0,2.84,5.33,1.32,5.22,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Roti gandum,Tidak Diketahui,4 g,267.0,10.72,48.68,3.24,5.91,508.0,4.0,12.42,17.87,14.98,4.84,33.87,0.0,34.0,18.0,0.0,0.0,0.0,0.0,False
Ikan Mujahir / Mujair pepes,Tidak Diketahui,1 g,121.0,21.7,0.8,2.8,0.0,58.0,0.0,5.63,36.17,0.25,4.18,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Lilin bungkus gedi,Tidak Diketahui,1.90 g,79.0,2.3,5.8,5.2,0.0,170.0,2.5,3.67,3.83,1.78,7.76,11.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Mie celon,Tidak Diketahui,1.20 g,102.0,3.0,17.8,2.1,0.0,451.0,0.0,4.74,5.0,5.48,3.13,30.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Beef burger,Tidak Diketahui,2.20 g,258.0,10.6,32.5,9.5,0.0,572.0,0.4,12.0,17.67,10.0,14.18,38.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
"Kelapa Muda , daging, segar",Tidak Diketahui,0.80 g,68.0,1.0,14.0,0.9,0.0,17.9,0.0,3.16,1.67,4.31,1.34,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Walens choco soes,PT. nissin biscuit indonesia,2 g,140.0,2.0,14.0,8.0,0.0,0.0,0.0,6.51,3.33,4.31,11.94,0.0,0.0,0.0,0.0,5.0,7.0,12.0,0.0,True
Kapurung,Tidak Diketahui,0.60 g,41.0,2.0,7.8,0.3,0.0,185.0,2.0,1.91,3.33,2.4,0.45,12.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Daun kesum, segar",Tidak Diketahui,0.80 g,48.0,4.5,9.1,0.8,0.0,11.0,1.6,2.23,7.5,2.8,1.19,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Ketela pohon / singkong, segar",Tidak Diketahui,0.50 g,154.0,1.0,36.8,0.3,0.0,2.0,0.9,7.16,1.67,11.32,0.45,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Teh melati daun kering,Tidak Diketahui,5.30 g,299.0,24.1,59.0,3.5,0.0,70.0,9.7,13.91,40.17,18.15,5.22,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Tony roma's potato skin,Tidak Diketahui,0 g,751.0,35.0,41.0,51.0,2.0,0.0,0.0,34.93,58.33,12.62,76.12,0.0,0.0,0.0,59.0,0.0,35.0,77.0,0.0,True
Yogurt mixed berry,PT. Greenfield Indonesia,4 g,140.0,4.0,22.0,4.0,0.0,30.0,4.0,6.51,6.67,6.77,5.97,2.0,13.0,0.0,0.0,7.0,0.0,0.0,14.0,True
Susu Bear brand gold malt putih,PT. Nestle Indonesia,4 g,120.0,4.0,19.0,1.5,0.0,0.0,0.0,5.58,6.67,5.85,2.24,0.0,0.0,0.0,7.0,6.0,6.0,0.0,0.0,True
"Pisang goroho, segar",Tidak Diketahui,1 g,119.0,1.5,27.9,0.2,0.0,36.0,4.6,5.53,2.5,8.58,0.3,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"brokoli , matang",Tidak Diketahui,90.50 g,23.2,3.2,1.9,0.2,0.0,15.0,3.0,1.08,5.33,0.58,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Keripik oncom,Tidak Diketahui,2.20 g,598.0,8.3,42.6,43.8,0.0,0.0,3.3,27.81,13.83,13.11,65.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Tepung terigu,Tidak Diketahui,1 g,333.0,9.0,77.2,1.0,0.0,2.0,0.3,15.49,15.0,23.75,1.49,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Kelapa muda,air, segar",Tidak Diketahui,0.40 g,17.0,0.2,3.8,0.1,0.0,1.0,0.0,0.79,0.33,1.17,0.15,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Richeese Nabati Wafer Krim Keju,Tidak Diketahui,0 g,40.0,0.0,6.0,1.5,0.0,30.0,0.0,1.86,0.0,1.85,2.24,2.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,True
Dairy queen Vanilla cone,Tidak Diketahui,0 g,330.0,9.0,52.0,9.0,36.0,0.0,0.0,15.35,15.0,16.0,13.43,0.0,0.0,0.0,15.0,16.0,16.0,0.0,0.0,False
Kacang gude rebus,Tidak Diketahui,1.50 g,147.0,9.0,27.5,0.5,0.0,14.0,3.4,6.84,15.0,8.46,0.75,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Carman's bircher muesli,Tidak Diketahui,7.90 g,421.0,14.7,48.1,17.1,16.0,0.0,7.9,19.58,24.5,14.8,25.52,0.0,0.0,0.0,25.0,0.0,0.0,26.0,27.0,False
"Ikan Pomo, segar",Tidak Diketahui,1.40 g,147.0,22.5,2.6,5.2,0.0,0.0,0.0,6.84,37.5,0.8,7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Taoge, segar",Tidak Diketahui,0.40 g,34.0,3.7,4.3,1.2,0.0,19.0,1.1,1.58,6.17,1.32,1.79,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Nutrisari jus jambu,PT. Nutrifood Indonesia,0 g,60.0,0.0,13.0,1.5,12.0,0.0,0.0,2.79,0.0,4.0,2.24,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,True
Ultra milk low fat source of calcium,"PT. Ultrajaya Milk Industry, Tbk",7 g,90.0,7.0,11.0,2.5,0.0,105.0,0.0,4.19,11.67,3.38,3.73,7.0,8.0,7.0,12.0,0.0,0.0,0.0,0.0,True
Piattos Sambal Terasi Flavor,PT. URC Indonesia,2 g,45.0,1.0,13.0,5.0,1.0,140.0,2.0,4.65,1.67,4.0,7.46,9.33,13.0,10.0,0.0,0.0,0.0,8.0,0.0,False
"Bengkuang, segar",Tidak Diketahui,0.50 g,59.0,1.4,12.8,0.2,0.0,2.0,1.0,2.74,2.33,3.94,0.3,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Umbut kelapa, segar",Tidak Diketahui,1.30 g,39.0,2.0,7.2,0.2,0.0,4.0,2.5,1.81,3.33,2.22,0.3,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Sarimi Gelas Rasa Kari Ayam,PT. Indofood CBP Sukses Makmur Tbk,2 g,70.0,8.0,16.0,8.0,1.0,1110.0,2.0,6.51,13.33,4.92,11.94,74.0,18.0,74.0,14.0,0.0,0.0,0.0,0.0,False
Martabak india,Tidak Diketahui,1.20 g,153.0,4.5,24.3,4.2,0.0,240.0,0.0,7.12,7.5,7.48,6.27,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Wajit camilan,Tidak Diketahui,0.60 g,303.0,6.3,63.3,2.7,0.0,0.0,6.9,14.09,10.5,19.48,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Taro net,PT. Tiga Pilar Sejahtera Food Tbk,2 g,80.0,2.0,15.0,2.0,0.0,0.0,0.0,3.72,3.33,4.62,2.99,0.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,True
Sayur umbut rotan,Tidak Diketahui,1.30 g,57.0,5.4,3.1,2.6,0.0,256.0,1.6,2.65,9.0,0.95,3.88,17.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Kakicak,Tidak Diketahui,0.90 g,296.0,3.4,36.7,15.1,0.0,0.0,0.0,13.77,5.67,11.29,22.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Yoforia Berry smooth,PT. Prima Laktosa,4 g,130.0,4.0,24.0,2.0,20.0,0.0,0.0,6.05,6.67,7.38,2.99,0.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,False
Nissin Butter Coconut Biscuits,PT. Serena Indopangan Industri,2 g,100.0,1.0,14.0,5.0,4.0,55.0,2.0,4.65,1.67,4.31,7.46,3.67,0.0,0.0,0.0,0.0,5.0,8.0,7.0,True
Herslim,Tidak Diketahui,2 g,10.0,13.0,13.0,1.5,2.0,120.0,2.0,5.58,21.67,4.0,2.24,8.0,0.0,8.0,22.0,0.0,0.0,0.0,7.0,True
Indomie rasa kaldu ayam,PT. Indofood CBP Sukses Makmur Tbk.,4 g,110.0,6.0,50.0,12.0,0.0,980.0,4.0,15.81,10.0,15.38,17.91,65.33,45.0,66.0,0.0,0.0,0.0,18.0,0.0,False
Papeda,Tidak Diketahui,0.10 g,61.0,0.2,14.9,0.1,0.0,4.0,0.5,2.84,0.33,4.58,0.15,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Daun oyong, segar",Tidak Diketahui,0.60 g,22.0,1.0,5.3,0.1,0.0,40.0,0.0,1.02,1.67,1.63,0.15,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
The coffe bean & tea leaf pure chocolate ice blended drink,Tidak Diketahui,15 g,390.0,15.0,72.0,7.0,59.0,0.0,0.0,18.14,25.0,22.15,10.45,0.0,0.0,0.0,25.0,23.0,19.0,0.0,0.0,False
wrp everyday susu bubuk rasa choco hazelnut,Tidak Diketahui,5 g,110.0,5.0,21.0,1.0,0.0,35.0,0.0,5.12,8.33,6.46,1.49,2.33,0.0,0.0,9.0,7.0,6.0,0.0,0.0,True
Ichi ocha,PT. Asahi Indofood Beverage Makmur,0 g,0.0,0.0,26.0,0.0,24.0,35.0,0.0,4.65,0.0,8.0,0.0,2.33,0.0,3.0,0.0,8.0,5.0,0.0,0.0,False
MR. P Honey Peanuts,PT. Mitrasatrya Perkasautama,7 g,150.0,7.0,5.0,12.0,3.0,0.0,0.0,6.98,11.67,1.54,17.91,0.0,0.0,0.0,12.0,0.0,7.0,18.0,0.0,True
Suwir-suwir,Tidak Diketahui,1 g,347.0,0.5,84.2,0.9,0.0,0.0,0.8,16.14,0.83,25.91,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Daun labu siam, segar",Tidak Diketahui,1.20 g,34.0,4.0,4.7,0.4,0.0,16.0,3.5,1.58,6.67,1.45,0.6,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Uceng / bunga melinjo, segar",Tidak Diketahui,1.70 g,82.0,5.8,11.7,1.3,0.0,0.0,4.8,3.81,9.67,3.6,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Golden Farm mixed vegetable,PT. Sukanda djaya,3 g,70.0,3.0,14.0,1.0,4.0,0.0,0.0,3.26,5.0,4.31,1.49,0.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,True
Kue pelita,Tidak Diketahui,0.60 g,141.0,5.3,17.6,5.5,0.0,0.0,0.0,6.56,8.83,5.42,8.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Dairy queen chocolate dipped cone,Tidak Diketahui,1 g,460.0,9.0,59.0,22.0,43.0,0.0,1.0,21.4,15.0,18.15,32.84,0.0,0.0,0.0,0.0,19.0,22.0,33.0,0.0,False
"Jeruk banjar, segar",Tidak Diketahui,0.40 g,61.0,0.8,14.1,0.2,0.0,3.0,5.4,2.84,1.33,4.34,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Daun labu wuluh/kuning, segar",Tidak Diketahui,1.60 g,34.0,3.6,4.5,0.6,0.0,16.0,2.9,1.58,6.0,1.38,0.9,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Ikan Mayong, segar",Tidak Diketahui,1.50 g,97.0,17.9,0.4,2.0,0.0,0.0,0.0,4.51,29.83,0.12,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Ikan Tarmon, segar",Tidak Diketahui,0.80 g,96.0,19.5,2.0,1.1,0.0,43.0,0.0,4.47,32.5,0.62,1.64,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Soto jeroan, masakan",Tidak Diketahui,1.10 g,92.0,11.8,1.4,4.3,0.0,363.0,0.0,4.28,19.67,0.43,6.42,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Tedong pallu basa, masakan",Tidak Diketahui,1.70 g,83.0,10.4,2.8,3.4,0.0,397.0,0.0,3.86,17.33,0.86,5.07,26.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Tepung Ganyong,Tidak Diketahui,0.30 g,353.0,0.8,83.6,1.7,0.0,3.0,0.7,16.42,1.33,25.72,2.54,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Umbut rotan,Tidak Diketahui,1.30 g,34.0,2.4,5.5,0.3,0.0,8.0,2.2,1.58,4.0,1.69,0.45,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Beras ladang, mentah",Tidak Diketahui,0.90 g,376.0,7.5,78.0,3.8,0.0,10.0,5.9,17.49,12.5,24.0,5.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Yogurt frozen pinkberry (Kecil),Tidak Diketahui,0 g,150.0,6.0,31.0,0.0,30.0,0.0,0.0,6.98,10.0,9.54,0.0,0.0,0.0,0.0,10.0,10.0,7.0,0.0,0.0,False
Golden Farm corn kernel,PT. Sukanda djaya,3 g,70.0,3.0,14.0,1.0,3.0,0.0,0.0,3.26,5.0,4.31,1.49,0.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,True
"Pempek telur, masakan",Tidak Diketahui,1.90 g,156.0,4.7,28.3,2.7,0.0,448.0,0.0,7.26,7.83,8.71,4.03,29.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Nutrisari Florida orange,PT.Nutrifood indonesia,0 g,50.0,0.0,13.0,0.0,11.0,0.0,0.0,2.33,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,True
NutriBoost rasa kopi,PT. Coca Cola Amatil,3 g,30.0,3.0,19.0,3.0,14.0,100.0,0.0,5.58,5.0,5.85,4.48,6.67,13.0,7.0,0.0,6.0,0.0,0.0,0.0,False
Ultra Sari Kacang Ijo,"PT. Ultrajaya Milk Industry, Tbk",2 g,90.0,2.0,22.0,0.0,0.0,0.0,0.0,4.19,3.33,6.77,0.0,0.0,0.0,0.0,4.0,7.0,5.0,0.0,0.0,True
Quinoa,Tidak Diketahui,4.40 g,120.0,4.4,21.3,1.92,0.0,0.0,0.0,5.58,7.33,6.55,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Kacang tolo rebus,Tidak Diketahui,1.20 g,138.0,10.7,22.6,1.1,0.0,13.0,0.9,6.42,17.83,6.95,1.64,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Lamtoro biji muda, segar",Tidak Diketahui,1.20 g,85.0,5.7,15.4,0.3,0.0,35.0,10.8,3.95,9.5,4.74,0.45,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Roma Malkist,PT. Mayora Indah Tbk.,2 g,120.0,2.0,19.0,4.5,3.0,0.0,0.0,5.58,3.33,5.85,6.72,0.0,0.0,0.0,0.0,6.0,6.0,7.0,0.0,True
Tahu Bakso,Tidak Diketahui,2.40 g,231.0,11.8,21.4,12.2,1.2,378.0,2.4,10.74,19.67,6.58,18.21,25.2,0.0,26.0,20.0,0.0,0.0,19.0,0.0,True
Sonice Bakso kuah sapi,PT. So Good Food Manufacturing,8 g,160.0,8.0,20.0,5.0,0.0,0.0,0.0,7.44,13.33,6.15,7.46,0.0,0.0,0.0,14.0,0.0,8.0,8.0,0.0,True
"Ayam goreng church texas, dada",Tidak Diketahui,1.50 g,338.0,35.2,0.4,20.6,0.0,800.0,0.0,15.72,58.67,0.12,30.75,53.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Saladstop tingtong,Tidak Diketahui,13.50 g,843.4,30.6,83.3,46.2,14.5,1004.6,13.5,39.23,51.0,25.63,68.96,66.97,0.0,67.0,51.0,0.0,0.0,69.0,0.0,False
Takwa,Tidak Diketahui,1.60 g,148.0,13.8,4.0,8.5,0.0,3.0,0.0,6.88,23.0,1.23,12.69,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Monde Boromon cookies original flavor,PT. Monde Mahkota Biskuit,0 g,80.0,0.0,18.0,0.0,0.0,10.0,0.0,3.72,0.0,5.54,0.0,0.67,0.0,1.0,0.0,6.0,4.0,0.0,0.0,True
Keju Lemnos Grated Parmesan,Tidak Diketahui,0 g,38.0,3.3,1.0,5.6,1.0,0.0,0.0,1.77,5.5,0.31,8.36,0.0,0.0,0.0,6.0,0.0,2.0,9.0,0.0,True
Good Day Mocacinno,PT. Santos jaya abadi,1 g,20.0,1.0,16.0,2.0,13.0,10.0,1.0,4.19,1.67,4.92,2.99,0.67,10.0,0.0,0.0,5.0,5.0,0.0,0.0,False
kacang garuda roste kacang panggang,PT. GARUDAFOOD PUTRI JAYA,5 g,130.0,5.0,16.0,5.0,0.0,115.0,0.0,6.05,8.33,4.92,7.46,7.67,0.0,8.0,9.0,0.0,0.0,8.0,0.0,True
Tepung Tales Banten,Tidak Diketahui,5.50 g,332.0,5.7,76.1,0.6,0.0,7.0,12.2,15.44,9.5,23.42,0.9,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Coklat Toblerone,PT. Nirwana Lestari,1 g,130.0,1.0,15.0,7.0,15.0,0.0,0.0,6.05,1.67,4.62,10.45,0.0,0.0,0.0,0.0,5.0,7.0,11.0,0.0,False
Es Krim Walls Cappuccino,Tidak Diketahui,1 g,70.0,1.0,19.0,8.0,10.0,15.0,1.0,6.98,1.67,5.85,11.94,1.0,30.0,0.0,0.0,0.0,7.0,12.0,0.0,True
Cashew,Tidak Diketahui,3.30 g,553.0,18.22,30.19,43.85,0.0,0.0,3.3,25.72,30.37,9.29,65.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Kucai muda (lokio), segar",Tidak Diketahui,1.80 g,42.0,3.8,7.8,0.6,0.0,22.0,4.9,1.95,6.33,2.4,0.9,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Susu kuda, segar",Tidak Diketahui,0.40 g,40.0,2.0,5.4,1.1,0.0,0.0,0.0,1.86,3.33,1.66,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Eskrim cornetto oreo,PT. Andrawina Darma Manunggal Mulya,2 g,240.0,2.0,33.0,11.0,20.0,0.0,2.0,11.16,3.33,10.15,16.42,0.0,0.0,0.0,0.0,11.0,12.0,17.0,0.0,False
Keripik Qtela ubi ungu,PT. Indofood CBP Sukses Makmur Tbk.,0 g,100.0,0.0,14.0,5.0,3.0,0.0,0.0,4.65,0.0,4.31,7.46,0.0,0.0,0.0,0.0,5.0,5.0,8.0,0.0,False
"Anak sapi, daging,sedang,segar",Tidak Diketahui,0.90 g,190.0,19.1,0.0,12.0,0.0,99.0,0.0,8.84,31.83,0.0,17.91,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Susu Bear brand gold teh putih,PT. Nestle Indonesia,4 g,70.0,4.0,10.0,2.0,0.0,0.0,0.0,3.26,6.67,3.08,2.99,0.0,0.0,0.0,7.0,4.0,4.0,0.0,0.0,False
Es teh tawar,Tidak Diketahui,0.02 g,2.0,0.02,0.67,0.0,0.0,0.0,0.0,0.09,0.03,0.21,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,False
susu tango kido rasa banana pudding,Tidak Diketahui,10 g,90.0,10.0,15.0,2.5,0.0,140.0,0.0,4.19,16.67,4.62,3.73,9.33,0.0,10.0,17.0,5.0,0.0,0.0,0.0,True
Biskuit WRP Everyday chocolate chip,PT.Nutrifood indonesia,2 g,100.0,1.0,11.0,5.0,0.0,0.0,2.0,4.65,1.67,3.38,7.46,0.0,0.0,0.0,0.0,0.0,5.0,8.0,7.0,True
Ampas tahu mentah,Tidak Diketahui,0.60 g,67.0,5.0,8.1,2.1,0.0,8.0,4.1,3.12,8.33,2.49,3.13,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
"Anyang, sayur",Tidak Diketahui,1.50 g,126.0,3.4,10.3,7.9,0.0,290.0,5.4,5.86,5.67,3.17,11.79,19.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
"Ikan Banjar, segar",Tidak Diketahui,1.40 g,111.0,19.4,4.8,0.9,0.0,99.0,0.0,5.16,32.33,1.48,1.34,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Misoa,Tidak Diketahui,1.30 g,345.0,8.5,78.0,2.2,0.0,3064.0,0.5,16.05,14.17,24.0,3.28,204.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
"Ares,sayur",Tidak Diketahui,3 g,113.0,0.9,11.2,7.2,0.0,1413.0,4.7,5.26,1.5,3.45,10.75,94.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
biskuit Lotte choco pie,PT. Lotte Indonesia,1 g,120.0,1.0,19.0,4.5,10.0,0.0,0.0,5.58,1.67,5.85,6.72,0.0,0.0,0.0,0.0,6.0,6.0,7.0,0.0,True
Srikaya ketan,Tidak Diketahui,0.80 g,265.0,2.7,49.1,6.4,0.0,0.0,0.0,12.33,4.5,15.11,9.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Dairy queen oreo cookie blizzard,Tidak Diketahui,1 g,780.0,15.0,117.0,29.0,84.0,0.0,1.0,36.28,25.0,36.0,43.28,0.0,0.0,0.0,0.0,36.0,37.0,44.0,0.0,False
Puffies Soes Crunchy Cheese,Tidak Diketahui,1 g,30.0,2.0,6.0,6.0,0.0,120.0,1.0,4.19,3.33,1.85,8.96,8.0,25.0,8.0,0.0,0.0,0.0,9.0,0.0,True
